epoch;accuracy;loss;val_accuracy;val_loss
0;0.5894657969474792;1.1980942487716675;0.8847618699073792;35.54731369018555
1;0.8323589563369751;0.5146992802619934;0.9476190209388733;19.075454711914062
2;0.9053314924240112;0.2936544716358185;0.9638094902038574;14.737342834472656
3;0.9361456632614136;0.20132607221603394;0.9711904525756836;12.753185272216797
4;0.950761616230011;0.15656855702400208;0.9742857217788696;11.135478019714355
5;0.9577880501747131;0.13021746277809143;0.9780952334403992;11.148992538452148
6;0.963661253452301;0.11464565992355347;0.9809523820877075;8.67014217376709
7;0.9675995111465454;0.10423886030912399;0.9828571081161499;8.895894050598145
8;0.9719749093055725;0.09193488210439682;0.9835714101791382;8.86483383178711
9;0.9746031165122986;0.08283478021621704;0.9857142567634583;7.747958183288574
10;0.975783109664917;0.07709147781133652;0.9847618937492371;7.888287544250488
11;0.977553129196167;0.07251276075839996;0.9859523773193359;7.315872669219971
12;0.9789208173751831;0.06724990904331207;0.988095223903656;7.0715532302856445
13;0.9795644879341125;0.06670869886875153;0.988095223903656;6.847445964813232
14;0.980744481086731;0.059893663972616196;0.9885714054107666;6.066941738128662
15;0.9815758466720581;0.05946027487516403;0.9892857074737549;6.369718074798584
16;0.9823803901672363;0.05867514759302139;0.9904761910438538;5.305960655212402
17;0.9827558398246765;0.053219638764858246;0.9897618889808655;6.279692649841309
18;0.983828604221344;0.05275113508105278;0.988095223903656;5.532421588897705
19;0.9841235876083374;0.04963221400976181;0.9902380704879761;4.980405330657959
20;0.9854376912117004;0.04601549357175827;0.9907142519950867;5.442489147186279
21;0.9857326745986938;0.04742811620235443;0.9897618889808655;5.097318172454834
22;0.9857863187789917;0.04520844668149948;0.9902380704879761;5.583151817321777
23;0.9860276579856873;0.04363860562443733;0.9888095259666443;5.520933151245117
24;0.9866445064544678;0.042969249188899994;0.9923809170722961;4.544084072113037
25;0.9875320792198181;0.0410531647503376;0.991190493106842;4.848648548126221
26;0.9878513216972351;0.04000507667660713;0.9909523725509644;4.624035358428955
27;0.9876367449760437;0.04004494100809097;0.9921428561210632;4.683095932006836
28;0.9888436198234558;0.03620023652911186;0.991190493106842;5.044075965881348
29;0.9881194829940796;0.036561720073223114;0.991428554058075;4.959836959838867
30;0.9886022806167603;0.03734983876347542;0.9909523725509644;5.133327007293701
31;0.9886022210121155;0.034868426620960236;0.9921428561210632;5.138111114501953
32;0.9892458915710449;0.03404390439391136;0.9921428561210632;5.015215873718262
33;0.9893531203269958;0.03288332745432854;0.9921428561210632;4.910538673400879
34;0.9900772571563721;0.03299323841929436;0.9923809170722961;4.627378463745117
35;0.9898090362548828;0.031797558069229126;0.9919047355651855;4.826934337615967
36;0.9903722405433655;0.030624933540821075;0.9926190376281738;4.536206245422363
37;0.9899699687957764;0.032400596886873245;0.9921428561210632;4.729499340057373
38;0.9900504350662231;0.03222347050905228;0.9928571581840515;4.792906761169434
39;0.9907745122909546;0.028693467378616333;0.9928571581840515;4.032247066497803
40;0.99064040184021;0.029734808951616287;0.9930952191352844;3.9684360027313232
41;0.991144061088562;0.02843520976603031;0.9926190376281738;4.906358242034912
42;0.9910158514976501;0.028962379321455956;0.9930952191352844;4.01845645904541
43;0.9913645386695862;0.02851283922791481;0.9930952191352844;4.062799453735352
44;0.9913913607597351;0.027299344539642334;0.9933333396911621;3.9314355850219727
45;0.9910426735877991;0.026536308228969574;0.9921428561210632;4.314479827880859
46;0.9924372434616089;0.024488909170031548;0.993571400642395;4.4220805168151855
47;0.9915790557861328;0.025839414447546005;0.9942857027053833;4.0762434005737305
48;0.991954505443573;0.02482467144727707;0.993571400642395;4.285776615142822
49;0.9914449453353882;0.025059368461370468;0.993571400642395;3.9847567081451416
50;0.9920886158943176;0.02548515610396862;0.9933333396911621;4.454401969909668
51;0.9922763109207153;0.024928146973252296;0.9942857027053833;4.211315155029297
52;0.9924640655517578;0.023983219638466835;0.9942857027053833;3.9022293090820312
53;0.9921690821647644;0.02332463301718235;0.993571400642395;4.182101249694824
54;0.9926249980926514;0.02374967932701111;0.9947618842124939;3.8417179584503174
55;0.9930272698402405;0.02283976785838604;0.993571400642395;4.289927959442139
56;0.9925981760025024;0.022424500435590744;0.9928571581840515;4.482083320617676
57;0.9925445318222046;0.02337031625211239;0.9933333396911621;4.392820835113525
58;0.9935099482536316;0.020818959921598434;0.9933333396911621;4.295587062835693
59;0.9930272698402405;0.021814852952957153;0.9938095211982727;3.956850290298462
60;0.9928663372993469;0.021778037771582603;0.993571400642395;4.263977527618408
61;0.9928931593894958;0.021890312433242798;0.994523823261261;4.073457717895508
62;0.9930004477500916;0.021015221253037453;0.9942857027053833;4.2910475730896
63;0.9933758974075317;0.021202396601438522;0.9942857027053833;4.302150249481201
64;0.9934563636779785;0.020298250019550323;0.993571400642395;4.590274810791016
65;0.9933222532272339;0.020443063229322433;0.9940475821495056;4.276858806610107
66;0.9938854575157166;0.02002739906311035;0.9938095211982727;4.34661340713501
67;0.9937513470649719;0.019800031557679176;0.9950000047683716;4.346562385559082
68;0.9935099482536316;0.0195300430059433;0.9947618842124939;4.788112163543701
69;0.9934563636779785;0.020421752706170082;0.9930952191352844;5.384521007537842
70;0.9939926862716675;0.019562993198633194;0.9938095211982727;4.382797718048096
71;0.9936708807945251;0.01918916217982769;0.993571400642395;4.866363048553467
72;0.9946900010108948;0.017462169751524925;0.9923809170722961;5.4070024490356445
73;0.9941267967224121;0.01834033988416195;0.9938095211982727;4.879514217376709
74;0.9944754242897034;0.017580075189471245;0.9923809170722961;4.7000732421875
75;0.9939390420913696;0.018515726551413536;0.9952380657196045;4.354530334472656
76;0.9942340850830078;0.019332997500896454;0.9942857027053833;4.2730584144592285
77;0.9943681359291077;0.017937639728188515;0.9954761862754822;4.278178691864014
78;0.9945290684700012;0.018788684159517288;0.9950000047683716;4.118101596832275
79;0.9939926862716675;0.018670860677957535;0.994523823261261;4.145029544830322
80;0.9941267967224121;0.017325907945632935;0.9938095211982727;4.773757457733154
81;0.9943949580192566;0.01691051572561264;0.993571400642395;4.346796989440918
82;0.9944754242897034;0.01665637083351612;0.9928571581840515;5.802610397338867
83;0.9947168231010437;0.01789943315088749;0.9933333396911621;4.647673606872559
84;0.9947972297668457;0.016970276832580566;0.9921428561210632;5.37653923034668
85;0.9946631789207458;0.01730109192430973;0.993571400642395;4.833467483520508
86;0.9948508739471436;0.01592814177274704;0.9930952191352844;5.296047687530518
87;0.9944486021995544;0.01686016283929348;0.9923809170722961;5.724102973937988
88;0.9947436451911926;0.01681259460747242;0.9923809170722961;5.141782283782959
89;0.9946631789207458;0.016933975741267204;0.994523823261261;4.681535243988037
90;0.9952263236045837;0.015022662468254566;0.9926190376281738;5.656375885009766
91;0.9945022463798523;0.016269972547888756;0.9938095211982727;5.181380748748779
92;0.9953336119651794;0.01470899023115635;0.994523823261261;4.94760799407959
93;0.9948508739471436;0.015957972034811974;0.9928571581840515;6.019104480743408
94;0.9943949580192566;0.016941672191023827;0.9938095211982727;4.7230377197265625
